SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,MonthlyDataUsageGB,NumberOfComplaints,SatisfactionScore,AvgCallDuration,Gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.966712755452636,0.0419263515556368,0.8536843277473445,0.5294619092313251,-0.0707604452038841,-0.0026925289850509,0.564547879818872,0.2243985555544555,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0344334388468663,-1.6987967902149197,-0.4728639146078395,-1.3030120534469,1.1218316817302627,-0.3466368808936371,-3.316841084246136e-16,0.4875581188044572,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0344334388468663,-1.07020232235333,1.488013010959762,-0.4828089842741577,1.8118474145337389,0.6851961748321213,-1.3026676540633844,-0.1478759485553029,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0344334388468663,-1.2152625841675428,0.7989703901302468,-0.753422949088575,-1.0497762738893357,0.6851961748321213,-0.1823383337340305,-0.6228468675918912,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0344334388468663,-0.7317283781201661,0.6037651804382785,-2.417178676754318e-16,-1.7965465474861717,-1.7224142885279816,0.9379909865953232,-1.444418187006531,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0344334388468663,0.3320468751840629,1.3856449986439014,1.0696692758925423,-0.757789096912973,-0.6905812328022233,0.9379909865953232,0.2051429777556751,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0344334388468663,0.9606413430456529,-0.1354024671114167,0.5312160018319175,-0.261933635244674,0.3412518229235351,0.9379909865953232,-1.277536512750432,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0344334388468663,-0.1998407514680515,-1.0185913181951505,-0.4396317291389706,-0.0042978908537657,-1.0345255847108097,-0.5557814405104818,0.006168673834942,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0344334388468663,-1.021848901748592,-0.6253569536438799,-1.0537873874954635,-0.7682438807433288,-1.0345255847108097,-3.316841084246136e-16,0.4297913854081155,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0344334388468663,-0.2481941720727892,-0.0386823451302246,-0.1777616501669001,-1.366406869894394,-0.3466368808936371,0.9379909865953232,1.5145222680727564,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
-0.966712755452636,-0.3449010132822646,-0.6783059255313938,-0.6059888082927256,1.05163527601216,-1.3784699366193955,1.3114340933717743,-0.5137319267321345,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0344334388468663,0.8639345018361775,0.0732164821253883,0.8940952374374929,0.837312207489868,-1.7224142885279816,-3.316841084246136e-16,2.280318487964504e-16,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0344334388468663,1.1057016048598658,-0.7199591167495715,0.1334515852030459,1.7722685900331063,0.6851961748321213,-1.6761107608398358,1.2449441788898277,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0344334388468663,0.0419263515556368,0.9112222105317762,0.4378823291840347,-1.172246598759217,1.7170292305578796,-1.6761107608398358,2.280318487964504e-16,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.966712755452636,-1.07020232235333,-1.1566116382486036,-0.8537517304103351,0.6976661663272599,0.3412518229235351,1.684877200148226,2.280318487964504e-16,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0344334388468663,-1.3119694253770182,-1.5727905572844634,-1.196246283824178,1.335407979978957,0.3412518229235351,-1.3026676540633844,-0.6292653935248183,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.966712755452636,-0.3932544338870023,-1.539256208422371,-0.8297366080785887,-1.3791019645455402,0.3412518229235351,-0.1823383337340305,2.280318487964504e-16,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.966712755452636,0.5254605576030137,0.6898955080419679,1.04520234183034,0.2891828266697908,0.0,-3.316841084246136e-16,-1.084980734762626,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0344334388468663,-0.9734954811438544,0.9052213270511912,-2.417178676754318e-16,-1.2865024506195328,1.7170292305578796,-3.316841084246136e-16,1.2449441788898277,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
